Author Username,Comment,Rating,Date
akmalzainal88,"Taste:sedap

Sebelum ni beli yang hijau.
Cepat sangat habisnya sebab tak pedas.
Jadi sekarang beli yang merah,dengarnya pedas sikit.",5,1696215545
aspil1,"Taste:Superb

Perlu sentiasa ada stok di rumah. Senang sgt nk membuka selera utk makan even dgn telur goreng shj.",5,1690340151
zulqarnainzulkafli,"Sori gmbr takde kaitan tapi sambal ni memang sedap. Dah bamyak kali repeat, tak dan tgkp gambar",5,1695209996
f*****z,Sambal padu..terbaik. murah Di shoppe. Pasti akan beli lagi. Nanti nak try sambal hijau pulak.,5,1692837568
a*****7,"Taste:sambal sedap, pedas secukup rasa..makan dengan nasi kosong dan telur goreng pun dah puas hati",5,1699524701
zarudin1988,Terbaik. As usual. Packaging pun sgt secure. Berlapis2. Tiada minyak yg tumpah. Mmg berhati-hati.,5,1696290741
nizampower,"Quality:sambal sedap
Taste:sambal Merah

Sambal HIJAU aje 😆 kurang ummkp",5,1700040940
khparadigma,"Taste:mmg rasa pedas yang sesuai dgn selera
Quality:terbaik",5,1695553449
m*****s,Sambal sampai berkeadaan baik x pecahe & terimakasih,5,1690016841
amirfuadwop,"Taste:Memang padu

Suggest untuk tukar courier service.",5,1683337164
u_shop19,"Taste:bagi aku ni bukan sambal minang, sambal minang mana ada rasa masam . ni lebih kepada pes masakan . tak tau nak ckp mcm mana kurangkan limau nipis ataupun takyah pakai limau nipis tu .. maaf sgt2 mmg tak kena dgn tekak sy",2,1695968494
syaliana_soffian,"Taste:pedas manis masam balance

not too spicy. just nice sambal untuk kita pencinta sambal cannot live without sambal 😂 buat jadik sambal goreng tempe guna sambal minang. makan dgn nasi n sup letak sambal minang. nasi lemak tambah sambal ni. semua sesuaiii gittew",5,1690083180
liyana_d,"Taste:Mild spicy

Rasa sambal minang hijau ni pedas sederhana. Makan dengan nasi saja pun dah sedap, bila dijadikan sebagai rencah nasi goreng, bertambah sedap. Yang penting tak ada rasa manis.",5,1696393336
bro_supplement,"Taste:tak berapa kena dgn selera
Quality:5/10

Dalam 3 hari selepas buka dah tumbuh cendawan putih2 dalam sambal, mungkin kena simpan dalam peti ais kot kalau nk selamat.",2,1697345816
a*****5,"Quality:10/10
Taste:10/10

Sangat kena dengan tekak, makan tak jemu, tidur tak lena terngiang2 kan rasa Sambal Lado. Rasa kelazatan semula jadi, kenikmatan sambal sebenar.",5,1690388016
aemintech,Setelah 8 hari akhirnya sampai juga sambal minang cili lado ni. Punya lah lembap shopee express buat kerja. Ini boleh mendatangkan kemarahan walado!,5,1697627927
huszua,"Berbaloi beli. Bagi yg kuat pedas, x terasa sangat. Tp sesuai makan untuk sefamili sekali dgn anak2. Sbb penas dia sedang2.",5,1695902707
irwan_norddin,Tak pedas pon..rasanya biasa2 jer..tapi ok la boleh jugak makan..saya ni jenis suka yang pedas pedas..,5,1691309473
mjabb02,Taste:sambal dia padu dah. cuma minyak banyak sikit. mungkin kena tapis sikit minyak tu sebelum packing,5,1696058344
mohdshaifulnasirin,"Quality:ok boleh makan ...gambar malas amik...
Taste:kene buat satu lagi yg pedas sikit...pedas baru kick",5,1698668033
adisuria,"Taste:The best ever sambal minang!

No sugar. No salt! Just plain sambal! 

SURRRRRR",5,1688310388
h*****i,My thought about this product is this product is as i thought,5,1698939237
z*****d,Taste:Ok. Kne improve lg tang rasa tu.. comfirm ramai yg bertambah suka.👌,3,1693402290
l*****i,"Quality:okay

Tak pedas sgt..utk orang yg tak tahan pedas ok la",3,1696006011
i*****2,Hidup Harris. Sambal biasa je tapi hidup Harris Waladoooooo,5,1695637639
knzc_kuala_lumpur,Taste:Rasa sambal terbaik. Semuanya secukup rasa. Will repeat order,5,1689822713
list4u.baby,"Taste:biasa.
Quality:packing perlu diperbaiki

ada leaking..sambal biase je..xmcm minang",3,1687623680
nieza5,Taste:anak saya sangat suka. dia kata terpaling sedap,5,1689643785
garu72,"Taste:belum rasa,tapi pempengaruh media sosial kata sedap👍",4,1688020790
4*****m,,5,1640494778
fidys,,5,1700298985
nurulasyffah,"Taste:sdp berbaloi

baru smpai td , td jugak lah habis . knon nk buat stock , tp xdan buat stock dah habis 🤣",5,1658233263
ummitya5,rasa padu dan sedap giler. Habis je nanti saya akan beli lagi.,5,1623604891
prelovedby_sya,Sambal seriously sedap! Nanti boleh lah nak repeat order lagi ,5,1620823637
knzc_kuala_lumpur,Taste:cukup pedas dan mantap. tak perlu tunggu sbal nyet dah,5,1662802177
a*****i,"Terbaikkkkkkk dari ladang..
Aku jarang makan pedas.. sejak duskot duk promote je manjang kna try gak...
Alhamdulillah kena citarasa mmg padu sedap dan mantobbbbb.",5,1695359166
a*****r,"Sedihhhh…order combo tapi dua-dua dia kasi cili hijau

Baru nak support

Beli sebab Haris je..tapi tak dapat dua flavor sekali macam promosi combo",3,1696592851
s*****8,"Quality:Fullamak 5 bintang saya bagi!
Taste:Bila dijadikan perencah nasi goreng, teringat kembali dgn nasi goreng arwah ibu saya...",5,1697178147
knafis,xsempat nak amik gmbr dah habis.. 🤣🤣.. nmpk x sedap disitu.. klau share2 kejap je habis lg2 utk yg kaki pedas,5,1630558829
alangaiddin88,"Taste:Rasa kena dengan tekak saya, semua rasa cukup,

Terpengaruh dengan Pempengeruh.",5,1689770072
h*****m,"Quality:Okay
Taste:Ok, rasa cili & bawang shj.. x pedas

Berminyak & cair 😬",4,1690251443
ummitya5,"Terbaik ! Order 12 tgh malam tadi, 12 tgh hari esoknya dah sampai 😍 
Sambal paduu , next time nak repeat lagi. Tq seller !",5,1623762682
masterj86,"Taste:mantap rase nye
Quality:tip top",5,1695537594
u*****5,"Rasa sambal yang padu ! Sedap , terbaik. Nanti boleh repeat lg . Tq seller !",5,1626274385
zulqarnainzulkafli,"Dah banyak kali beli dah sambal ni. Memang sedap, tak pedas menyengat. Light²",5,1699006079
ezadnas,Taste:sedap. Tak pedas. Just nice,5,1695266451
j*****i,Sedap sangat2 😋😋. Makan dengan nasi panas2 menambah2. Terbaik lah 👍🏼👍🏼👍🏼,5,1624888559
shema.yusuf84,,5,1617793557
erol1141,"Quality:superb
Taste:sedap sgt

Kena ngan selera",5,1697956379
a*****7,"cara setup iptv 

1. download ott nagivator  dari web saya bagi 

2. install dan buka apps
3. Tekan add playlist / provider
4. masukkan url : 
https://short.gy/zm2Fil

5. pastikan dah klua channel list baru tekan done dan enjoy 😊 kalau tulis error , tkn back double check code
————————————-
untuk EPG pergi setting epg masukkan ni
epg - https://short.gy/u1zJWE
lepas tu back tkn epg refresh

GR0UP SUPP0RT JO1N
👉🏻 http://bit.ly/3D5cnUn

❌❌ JANGAN LETAK GAMBAR CHANNEL ATAU APPS DALAM REVIEW YA. BOLEH MENYEBABKAN ESTRO BLOCK CHANNEL. 🙏🏻❌❌

⭐️ BAGI 5 STAR YA UNTUK WARRANTY 1 BULAN⭐️⭐️",5,1698584042
adam_shopzz,"Quality:good
Taste:Sedap sambalnya. tak rugi beli",5,1690854122
ema7998,Rasa sedap...bau wangi. Berbaloi beli,5,1695615150
m*****y,"Taste:Sedap, pedas secukup rasa
Quality:Good",5,1695385429
cikdin95,,5,1697163466
aqmal92,Mantap..packaging setebal alam.,5,1696079141
arifrosimah07,Mantap. Sambal sedap. Kena repeat lagi ni.,5,1630137512
noorazizul82,PRODUK MEMANG TERBAIK DAN SEDAP SANGAT-SANGAT,5,1695965256
zulkhairis.hamzah,"Taste:sedap blh beli lagi.
Quality:AA",5,1696755099
azmimohamadizzat,Taste:sedap teruk rasa nak joget,5,1695973837
faizal525i,Taste:sedap.. tq harris for recommendation,5,1687668975
y*****6,Terbaik. Mantap. Memuaskan. Laju. Cepat. Pantas. Apalagi nak goreng,5,1691074109
m*****3,Ngam,5,1696608930
pop.dean96,"Quality:mantap
Taste:sedap",5,1696251194
m*****m,"Taste:sodap
Quality:torbaik",5,1691676757
hanif6087,"Quality:terbaik
Taste:terbaik",5,1690960664
fazlinlinlin1997,rasa lebih kepada masam dan tidak berapa pedas.,5,1696570497
faizzack91,Paduu,5,1624693358
hisabudin,"Fast delivery
Packaging cun2",5,1663317761
pppnajib,"Taste:paduuu
Quality:terbaik dari ladang",5,1695036902
luna_luvpnk89,"Quality:terbaikk
Taste:terbaikkkk!!!",5,1696505476
bjn9715,Rasa terbaik,5,1696345611
dyanaomar89,Sedap dan mudah. Boleh terus tuang dan makan 👍🏻,5,1621748531
izwan851230,Kalamak santiang.. iko cop ehhh 👍🏻👍🏻👍🏻👍🏻👍🏻,5,1689515500
umikimilady,2nd time beli.. Recommended,5,1696775040
nuradillashamsuddin,paling sambal abad 2021,5,1624796545
ghimakor,Oto walado🤪👍🏽👍🏽👍🏽,5,1698828391
a*****7,Terbaik!,5,1624712240
adzmir14,,5,1697015545
ubaidsabry,,5,1691034519
nurizwan81,,5,1689506743
a*****k,,5,1688438939
faizzack91,"Taste:sesedap rasa
Quality:paduu

WALADO!",5,1695984704
aliminadlan,Nice packaging. Sedap. Nanti ulang order. Terbaik,5,1624322372
afiq.amir,Sambal mmg sedap! Mantap pak abu!,5,1620457727
yatielobo,Taste:xkene dgn selera biase jer,3,1668088960
comel1987,sedap,5,1697183447
faizzack91,,5,1696126773
e*****y,"If you find yourself buried in a 'clothes avalanche' everytime you look for an outfit, it's probably time for a makeover. Here's how to ensure that what goes on behind closed doors...is a completely calm closet 👚👖",5,1697597382
ariffblazemerican,"Terpaling padu. Sesuai untuk yang nak diet. Tiada tambahan gula. Namun begitu jangan lah tambah 2-3 pinggan nasi. Kerana sambal ini walaupun sihat, tapi boleh menyebabkan menambun nasi.",5,1691595214
2i1kdkzid_,"maaf lah sy ada high expectation bila baca kat fb, tapi bila makan mcm xde rasa, pedas jauh sekali huhu. boleh perbaiki lagi",2,1695463864
aishahrazaly,"sambal dah smpai tp blum rasa lagi, tak tahula sedap ke tidak, nti klau dah rasa sedap bolehla repeat order",5,1696819422
menma12,Personally saya suka masam sikit tapi overall okay sebab nak sesuaikan dengan selera orang ramai..adakah akan repeat lagi? of course,5,1692438708
anis_sina93,"Nak sedap, kena tumis dulu. Kalau nak meriah, sambal tu tambah lah dengan bahan2 extra ikut sesuka rasa. Berbaloi.",5,1699520414
rafaelfariz,"Taste:belum cuba

Akibat terpengaruh dengan pempengaruh bro Harris. first time beli. Kalau sedap, boleh beli lagi. Terima kasih",5,1693222038
jainuddin_1989,Saya beli sebab pempengeruh kata sedap. Alhamdulillah memang sedap. Tak pedas sangat tapi berpeluh juga saya hehe.,5,1691592334
m*****1,"Sedap, sesuai utk buat penambah rasa, kalau emergency tak ada sambal ke apa, lauk kosong can mixed up with these sambal. 👍🏻
",5,1618651418
lin09051984,Tgh hari ok thanks again and yea for the future updates to you and,5,1693096200
epicstoremy,Saya customer tetap. asal habis je mesti order lagi. Tak boleh makan takda sambal lado ni. Serious sedap,5,1632833201
billyrizal,Terima kasih kerana bagi extra. Minyak lebih tu saya guna dalam masakan 👍,5,1687812012
wanshahithnin,Sedap.. kena dengan tekak.. cuma x berapa sesuai dengan kucing saya..,5,1689658493
ummitya5,Sedap sgt ! Terbaik bohh ! Len kali nak repeat lg 😁,5,1625204074
epicstoremy,sangat sedap.. beli untuk kawan-kawan.. semua suka,5,1632227445
o*****t,"Taste:Average
Quality:Good

Dah lama tengok pempengeruh iklan... Komen2 orang yang dah cuba..nak beli takut tak sedap.. Harga pun boleh tahan..pengalaman duk beli sebelum ni memang malas nak membazir lagi.. Add to cart dulu.. Pastu selalu nampak offer live tapi terlepas.. Banyak kali terlepas finally dapat beli juga dengan harga offer..

Semalam sampai.. Rasa secubit.. Pedas siakk.. Ok2 tunggu esok makan dengan nasi dulu baru review.. So tadi dah rasa..

Malaun mana la haritu komen kata tak pedas.. Tengok video tu bunyi hingus disedut. Pedas wei.. Mujur dah standby susu coklat..Haritu dengar katanya sambal ni takde gula.Memang ya... Sapa penah makan sambal yang ada tambah tu mesti rasa sambal ni kekurangan rasa sugar . Boleh promote kat orang yang ada kencing manis. Biasanya dorang memang cari sambal macam ni.

Nak cakap sedap sangat tu tak. Tapi acceptable la kalau dah malas buat sendiri.. Ada rasa masam sikit.. Btw produk ni bagus sebab takde gula.. Yang nak rasa manis2 boleh tambah sendiri la kot.. Nanti nak try goreng udang ke sotong dengan sambal ni.. Berbaloi beli with offer price. Kalau normal price maybe not. Btw dapat satu sachet sambal.. Tak sure hijau ke merah..Thank you.",5,1696042471
m*****m,"Quality:belum rasa
Taste:nanti bukak baru saya beritahu

Akhirnya berjaya membeli sambal pempengeruh sosial. Ni Harris punya fasal la sampai daku terjebak beli sambal ni. Packaging memang mantap, berlapis lapis bubble wrap. 
Nanti dah makan baru saya bagi review rasanya yup. Nak buat mcm mana sambal sampai lepas daku dah sudah mkn lunch. Tak sempat nak rasa.",5,1694929782
m*****i,"Quality:Packaging padu
Taste:Rasa kureng sikit

Berdasarkan sambal hijau dan merah yang sampai kat tangan, saya terus test dan sedikit kecewa dengan rasa nya. Mungkin tak biasa dengan sambal minang. Rasa dia kurang pedas, ada masam, dan juga boleh jadi penyedap rasa untuk lauk. Tak pasti masam tu akibat kurang minyak gaul dengan sambal dlm bekas kaca seperti sambal *******.... Saya beli pun sebab benci Harris ja. So dah beli kira setel benci. Kalau yang kaki minat pedas, disarankan beli sambal ******, manakala nak merasa sambal minang, boleh beli ketika ada live dan dapat diskaun. Harap diterima review jujur saya. 🙏",5,1696008934
azlanshah7077,"Quality:terbaik
Taste:kena dengan tekak yang suka pedas

walaupun ada masalah pada mulanya, seller menjalankan tanggungjawab dengan baik. layanan dan servis yang baik. moga terus maju Cili Lado. dari hari buka sampai ke harini, mesti selak sambal minang untuk makan. kalau terlupa siap repeat balik makan nasi kosong je 🤣😂🤣😂",5,1696184197
b*****h,"Quality:Not bad
Taste:Sedap

Maaf, video tiada kena mengena.
Pembungkusan terbaik, tebal bubble wrap
Penghantaran pun laju
Rasa sambal sedap, tanpa gula tu memang terasa cuma tahap pedas yang merah ni tak sampai untuk dikatakan pedas. Expectation sy paling tidak untuk rasa pedas tu biarlah level 3 cili tapi tak sampai. Review ini ditulis selepas makan beberapa sudu sambal begitu sahaja.
Harap dapat diperbaiki dimasa akan datang.👍🏻",5,1695998688
fadzilyahya,"Quality:sedap lazat
Taste:la za at

Belian berbaloi makan dgn nasi kosong pom sedap tanpa lauk. Hahaha hahaha.",5,1700303285
frankyamios,"Taste:masih belum cuba

Pembungkusan steady
Penghantaran laju
Tq kerana ada freegift
Terbaik",5,1696163256
asyrafringo88,"Taste:Sedap yakmat
Quality:Terbaik

Tak pedas sgt , sedap2 tekak. Tak sakit perut. Bungkusan well wrapped. Harga berpatutan, baru buka separuh bekas dh habis, tak berbaloi beli satu, beli byk2 lain kali. Will repeat order.",5,1696058655
iziaya86,"Quality:Bungkusan n Rasa Kemaih...
Taste:Sedap...paling best xnmpk biji cili

Alhamdulillah 2 Hari Baru Sampai...
Dah rasa Makan ngn pulut kuning sedap...🫰🫰🫰
Buat ngn nasi goreng pon terangkat...🫶🫶🫶💪💪

PADU!!",5,1695950627
adinasyam,"Quality:ok
Taste:ok

1st time beli ..nampak ok...rase ok..cuma kalau ada rs masin manis atau lagi pedas...rsnye lagi sedap...",5,1700222564
rijalosman1989,"Quality:terbaik
Taste:Pedas cukup, masam cukup, masin cukup, manis dia unik

Aku dah kena scam dengan sambai lain, botol gempak, mahal tapi rasa out. Tapi sambal cili lado ni lain macam perginya. Sedap sangat. Isteri pun susah berhenti makan. Terbaik anak muda, selamat maju jaya",5,1695869099
n*****4,"Quality:Excellent..great packaging
Taste:tasty and appetizing

Totally recommended",5,1700232194
jenko2k,"Taste:belum rasa lagi
Quality:harap2 sedap

Saya beli sebab kawat kat facebook recommended.",5,1695974485
jammy33,"Taste:tak terlalu pedas

Sedap,  dan untuk tahan lama,  simpan dalam peti ais.",5,1700136228
chepuantrading,"Taste:tak pedas sangat,ada rasa limau
Quality:baik

Bungkus kemas,tak meleleh. Dibalut Bubble cukup kejap.cun",5,1695986719
hafiznetero,"Boleh la
Nak kata sedap sangat tu x la tapi bertambah gak nasi",5,1695915834
msabms,"Quality:A +
Taste:rasa sedap

Secara rasminya, saya telah telah menjadi WALADO hehehe ni semua kerja Duskot. Hehe",5,1695905065
amer_1989,"Quality:sedapppp

Tanggapan saya maskot tak hensem sambal tak sedap...rupanya maskot tak hensem tpi sambal nya sedappp oiii...silalah beli yaa...",5,1695987820
eone747,"Quality:awsomeee
Taste:sedap manis pedas

Thanks seller & shopee tiga ringgit after diskaun live drpd asal  lapanbelas ringgit
Buat raso2 beli satu dulu",5,1700143782
yusoffbapoo,"Quality:Terbaik la ,recommended
Taste:Rasa yg amat2 lazat

Beli kali ke2,dpt offer prize masa live..hantaran cepat dan packaging yg kemas dan rapi,akan repeat order lagi",5,1695907394
f*****3,"Quality:very good
Taste:very goos

Banyak kali beli dengan seller ni. Barang semua murah & berpatutan. Postage cepat. Dapat voucher lagi",5,1695903031
m*****y,"order received in good condition
seller respond nice and good
shipment fast
trusted seller
Taste ok la for me  8/10 
Beli sbb tgok Harris promote🤣

For 5 coins done review photo n video...
Please refer review before purchase🥳tq",5,1690504335
zulqarnainzulkafli,"Cedok sikit, wow rasanya, podeh tapi ad rasa takda rasa kosong",5,1690499866
azilahanim89,belikan untuk Suami dia ngidam lepas nampak kat fb Harris. Sambal sedap katanya.. mula2 ada kesilapan sambal tertukar.. jadi terus inform seller.seller response laju Dan solve the issue. Tahniah Dan moga maju jaya dalam bisnes.,5,1693189986
syamil1989,"Quality:very good quality
Taste:green chili not that spicy but abit sour taste most important thing is like the texture and taste. red chili is more spicy than green but still ok",5,1693549842
e*****n,"Taste:Padu woi
Quality:Mantap

Terpengaruh dengan pempengeruh tersohor. Secara rasmi, saya dah jadi walaris + walafiq = walado. Korang kena cuba, dijamin sedap.",5,1691111479
saidatul.mira,🌸🌼🌸🌼🌼🌸😘😘🌼🌸😘🌸🌸😘🌸🌸🌼🌼🌸😘🌼🌸🌸🌼🌼😘😘🌼🌸😘🌸😘😘😘😘🌸🌸🌸🌸🌸🌸🌼🌼🌼🌼🌼🌼🌸🌼🌼🌸🌼,5,1626721183
rizzat24,"Cili lado hijau, taste rasa dimasak dgn minyak tengik. Mungkin bos afiq dan team boleh tgk blk dan taste test blk produk di kilang. All the best guys.",3,1689778248
n*****h,"Taste:sedap,.cukup rasa, pedas pun ngam2...mmg sempoi makan dgn nasi panas2

Beli sbb terpengaruh dgn pempengeruh",5,1689484671
c*****p,"Taste:rasa dia ntahlah tak sedap langsung
Quality:Quality ok

aku expect tinggi sangat sebab baca rating, sebab tengok bahan dia cam dah boleh agak rasa di camne,sekali Meleset betul rasa dia,dia tak pedas pastu  tak manis masam terlebih pastu takde rasa sambal tu langsung  ,aku terpaksa bg dua bintang sebab memang tak sedap! kau tgoklah aku excited gile nak makan siap ambil gambar ,maybe rasa ni memang tak kena tekak aku sorry terpaksa bg 2 bintang je",2,1690549842
tokaybatik,"Taste:sangat menyelerakan
Quality:puas hati sebab betul2 pedas tanpa gula

Terima kasih seller sebab bagi free sebotol.

Saya sangat syorkan beli banyak botol buat stok sebab confirm cepat habis bila dah sedap yang amat.

Kena dengan selera bila pedas tak ada gula.

Tak menyesal beli. Serius!",5,1687524014
mokgobjaa,"Taste:ni sambal paling sedap dalam shopee..ikut tekak aku
Quality:sedap sangat",5,1687510931
billysoo,Quality:best...nice and excellent,5,1696362356
noorazizul82,PRODUK SEDAP DAN TERBAIK,5,1697162223
salatin86,"Taste:sangat sedap
Quality:⭐⭐⭐⭐⭐",5,1696134991
elhannan,"Taste:Sedap giler
Quality:Bagus",5,1697244458
faizal525i,"Quality:terbaik!
Taste:terbaik!

terbaik!",5,1691314249
sayuti_azmi,"Quality:terjaga. bersih
Taste:sedap.",5,1688605489
m*****2,"Quality:good
Taste:good",5,1696928954
shapshiftr,"Taste:sedap
Quality:baik",5,1696238627
k*****x,"Taste:Nice
Quality:Baik",4,1696218265
b*****3,"Taste:Delicious
Quality:Baik",5,1697637910
johnsmith046,"Taste:Delicious
Quality:Top",5,1699699652
hailizasofea,"Taste:sedap sangat,",5,1697196533
hiadchal84,"Taste:terbaik
Quality:terbaik",5,1693702509
mokgobjaa,"Taste:sedapsedapsedap
Quality:padupadupadu",5,1688899380
alif850718,"Quality:Padu
Taste:Sedap",5,1689350498
mohd_dzakwan,"Quality:good
Taste:great",5,1688043153
zura282,"Taste:sedap
Quality:rasa pedas sederhana",5,1696309312
apaigto,"Quality:baik punya

Alhamdulillah syukur...sedap",5,1695271586
shahmacha,rasa sedap  n best,5,1693208768
noralasikin,"Taste:Sedappp
Quality:5 🌟",5,1697500455
mrzaki0656,"Quality:5/5 bintang
Taste:sedap",5,1695476116
pckkau,"Quality:good.
Taste:biasa je",4,1696049562
a*****h,Quality:kena dengan selera,5,1697894972
bapakdin,Sedap molep..packaging mantop,5,1688550425
c*****e,Taste:Sedap. Cukup rasa.,5,1688677707
supercubeummie,Taste:sambal sedap 😍😍😍,5,1684241940
faezdre8,Good packaging,5,1698847980
alifazmu,Sambal sedap,5,1696170827
wsamrie,Penghantaran pantas,5,1698626702
aril_2911,Quality:sambal sedap,4,1696286339
rajanina1996,"Taste:Sedap.
Quality:Ok.",5,1690548523
nahley85,"Quality:ok
Taste:sedap...",5,1689966503
a*****5,"Quality:ok
Taste:sedap",5,1687885218
muhd.dzikri,Taste:padu....,5,1697976148
fadelly84,Taste:sedap,5,1697630100
strike0509,Quality:good,5,1697775497
luqmanrazik,Taste:sedap,5,1695473274
izissuki,Taste:sedap,5,1694822124
80uidm5yy4,Taste:sedappppp!!!,5,1699877428
mr.taufik,Quality:sedap,5,1689493528
mohdzubir1987,Quality:terbaik,5,1687917872
azlinnurain,Sedap pedas tak manis,5,1624445354
hezzeril87,"Sedap, rasa unik yang rasa nak tambah².",5,1694915894
nurawatifizanie,"Sedappp bak anggg, 🤣🤣 nt nk order lagi !!",5,1624793756
haidhir0212,Duta cili lado paksa beli. 😭,5,1689674988
f*****3,Sedap makan dengan nasi dan roti.,5,1698539377
faruqrahmat,Sedap padu. Terpengaruh dengan pempengaruh belut,5,1688540312
nikzarifah,Dh mkn tp Pahit sikit ...,5,1687987577
epicstoremy,Selalu repeat order sebab sedap gila,5,1631674862
m*****s,shopee ekpress..x ekpress pn..lambat,5,1697966325
syahir1986,"terbaik, best in class",5,1696469267
mohsha_akira,"Taste:rasa sgt sedap, terbaek",5,1693628734
denan6,"Taste:pedas sederhana
Quality:ok",5,1696952199
alangaiddin88,Kita Repeat order,5,1696229610
faruqrahmat,Good sedap mantap,5,1696770181
syafiqtamizi,Taste:not much taste,2,1698300714
shahmacha,sedap yang amattttt,5,1693208788
sarimahabdulsamad,Sedap. Pembungkusan pun ok.,4,1632174737
luna_457,Sedap! Satu family sukaaa!,5,1632021601
zeddzakuan,Sentiasa powerr,5,1697553087
chika138,Thorbaekk 👍😋,5,1697594048
syafiqcomel7,Iam WALADO,5,1694928789
fatahmustapa,Sedap je,5,1692417156
taddanial,Biasa sahaja,3,1692062025
effa1992,Thank you seller.,5,1628326642
qayyummatzaid,Bocor sikit,5,1688145463
epicstoremy,Tersangat sedap,5,1631553777
epicstoremy,Sedap sangattt,5,1631553833
epicstoremy,Sedap sangat,5,1631553748
epicstoremy,Sedap sangat,5,1631553770
epicstoremy,sedap gila,5,1631553739
epicstoremy,Wajib beli,5,1631553789
epicstoremy,Sedap gila,5,1631553840
epicstoremy,The best,5,1631553758
husni565,Taste:boleh tahan,4,1659865313
mizinasir,Mantap,5,1697028467
r*****k,Good,5,1695652347
xanos1,Sedap!!!!,5,1695733792
a*****k,Sedap,5,1696242395
lelobah,Oklah,5,1700013518
dontajau,Good,5,1698138376
dontajau,Good,5,1691683895
shahmacha,syokkk,5,1693366319
shahmacha,syiokkkkkk,5,1693208776
ezaneehassan85,Ok,5,1691058667
2404_abuumar,Terbaik,5,1690725248
ybr32b1zoc,lazat,5,1689417843
epicstoremy,Sedapppp,5,1631553825
zaididerani,,5,1700279574
anisalammarketing,,5,1695264243
88zulhusni,X kena dgn taste saya,2,1700573935
emirazreen,"Quality:power
Taste:sedap dan power",5,1696948049
man1407,"Quality:ok
Taste:Lidah orang utara kena padas",5,1697017220
normalizazaman,"Taste:ok la
Quality:boleh la",4,1700137604
mizie87,,5,1695985129
sofiaizzati19,"Taste:superb
Quality:superb

Superb 🌟🌟🌟🌟🌟",5,1695889857
azuwa_halim,Sedap!,5,1700178049
ghx486b9dq,Ok,5,1700274574
nartezscoman,Sedap & fast delivery,5,1692949421
nightre93,Semoga bisnes lebih  maju 👍,5,1687507136
mmymaz,,5,1684467880
hakimsulaiman88,,5,1690692813
harizhafiz05,,5,1700218291
harmonystore.shop,,5,1699969484
wmhaziq90,,5,1691543804
wmhaziq90,,5,1692285284
wmhaziq90,,5,1692285301
wmhaziq90,,5,1692285266
fnassir,,5,1692336674
noorsyafiraadnan,,5,1692231774
83store_,,5,1693807973
abdussaab,,5,1693746752
iraharith2905,,5,1693964642
azha82,,5,1693918413
adamiqball,,5,1694933750
lizas75,,5,1694946982
aliasradi,,5,1694952110
r*****3,,5,1695217386
al1_b4b4,,5,1695267241
elinaziz79,,5,1695278693
fadilafathorrasi,,5,1695256887
syakirjaafar,,5,1695290369
wmhaziq90,,5,1694604507
wmhaziq90,,5,1694604513
wmhaziq90,,5,1694604496
wmhaziq90,,5,1694604501
nanamuaz87,,5,1694503436
rosmizy,,5,1694948180
wmhaziq90,,5,1693961973
eyezuddin,,5,1694314664
noraishahbtzainalabidin,,5,1694099596
akmalzainal88,,5,1694051529
tasnif86,,5,1695209581
imlehz,,5,1695312188
airogates83,,5,1695423677
amekkkawwww,,5,1695433764
ahmadsayutihassan,,5,1695040768
crypton_2984,,5,1695050427
harizhafiz05,,5,1695396003
aminziqree,,5,1695380652
kimifahmi99,,5,1695395258
aminziqree,,5,1695539554
kidsforyou,,5,1695627840
e*****d,,5,1691474197
tasnif86,,5,1695209581
fadilafathorrasi,,5,1695256887
elinaziz79,,5,1695278693
r*****3,,5,1695217386
harizhafiz05,,5,1695396003
kimifahmi99,,5,1695395258
kidsforyou,,5,1695627840
matpon,,5,1695527143
aminziqree,,5,1695539554
fairul1003,,5,1695730323
fabrebuzzbuzlory,,5,1695897677
shely1115,,5,1695897524
john_deo,,5,1695896374
sheeranabila,,5,1695888326
aiyuzack,,5,1695917908
yasser,,5,1699665967
syakirjaafar,,5,1699258588
syahreen.anuar,,5,1699274720
hiday2k.07,,5,1699539381
harmonystore.shop,,5,1699969484
harizhafiz05,,5,1700218291
rahman502,,5,1698075389
ahmadyusoffawang,,5,1696249707
m*****a,,5,1696199642
kidsforyou,,5,1696218003
aminhusaini90,,5,1696084852
ahmadyusoffawang,,5,1696024411
aminziqree,,5,1696076610
nurfadzillahabdisa,,5,1696057677
faezlatfi,,5,1696946941
faezlatfi,,5,1696946945
faezlatfi,,5,1696946930
mr.azwan,,5,1696940554
wmhaziq90,,5,1696849809
emperor81,,5,1696238227
syakirjaafar,,5,1696291612
aminziqree,,5,1696668968
ibnukamarulzaman,,5,1696684085
flatmutiarajaya,,5,1696730769
lindamalek,,5,1696730785
akuzri,,5,1696765729
yusmafizayusof,,5,1697806869
v*****y,,5,1697802434
m*****3,,5,1697862373
s*****k,,5,1697852731
fiddeen,,5,1697840951
harizhafiz05,,5,1697516983
nursolehahkamarudin,,5,1697505303
rosmizy,,5,1697579558
abunusaibah1,,5,1697549871
ikram6599,,5,1697554424
kimifahmi99,,5,1697562765
amzar1020,,5,1697542174
m*****m,,5,1697646089
norashilaibrahim,,5,1697689030
apeximran,,5,1697386822
ahmadsayutihassan,,5,1697430246
aziziorama,,5,1697427545
suheb84,,5,1698120817
tamlit.my,,5,1695973586
